filepath,label
dataset\Tomato___healthy\6e41f26a-5ce7-4fba-9fb5-e6a886b55f75___GH_HL Leaf 230_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\1c31e2e3-e314-47a8-86fe-e7b8b9199c09___RS_Erly.B 8272_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\47a9bf22-281f-49d6-a03a-97be4983fc68___RS_HL 0604_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\fb4ce6df-613b-4d52-8e11-28dfa448a5e1___GH_HL Leaf 483_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\7b0955af-e428-4c82-9834-7158f6cf86db___UF.GRC_BS_Lab Leaf 0509_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\db467743-857b-42b3-ab2a-a80e90467a99___RS_HL 0570_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\7fa16659-42cf-4bac-b0fc-41162212f6a9___GHLB2 Leaf 8620_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\9bf7479a-5809-48ad-90f7-f4dd4cb9a82b___RS_Late.B 6902_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\26c09416-7271-4262-9ddc-fb741bedce05___GHLB2 Leaf 97.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\4de5d2c4-bed5-436a-95e2-bcf43a1723fd___GHLB2 Leaf 8727_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\046c65f2-b155-4018-b161-825191c5faaa___RS_Late.B 5042_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\8e1c8815-49e0-4be6-a3a5-a426ab6b2445___RS_Erly.B 7822_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\2a9c6104-6e28-444a-aa97-027020004409___GCREC_Bact.Sp 3605_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\aba6fc41-d333-40a8-b3d4-1d72ac2067fe___GHLB2 Leaf 8691_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\35cfd84d-af4a-48c6-9add-aa389b3ef354___GCREC_Bact.Sp 3019_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\40b67c0a-5dd8-435c-80ed-764593d2147a___RS_Erly.B 7577_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\460e4daf-39e2-48d0-9a85-52442fc36e14___RS_Late.B 6688_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\b6611980-ad87-4121-a6d0-b648b946b432___RS_Erly.B 8426_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\c0eb1cc5-185a-4f20-b8cd-a3943cd9588b___RS_Late.B 6541_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\6f78a5ad-d4cf-4289-8369-29a69aa493b0___RS_Late.B 6129_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\d75573fb-2bd8-43fa-9af5-3f219e35142f___RS_Late.B 5070_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\7e863179-3ff3-48e9-8f84-92ec9957e7f3___GCREC_Bact.Sp 6071_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\a00845f3-9a14-474b-967c-82b7ea7b314f___RS_Erly.B 7550_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\deed458f-ec5b-46c7-9658-c005cf90fc11___RS_Erly.B 7480_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\3daa7759-9d45-4173-b73d-a7fca9800c45___GHLB2 Leaf 8573_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\e1501757-3235-4051-b460-52c0f6e45add___RS_Late.B 4910_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\f8612abc-7408-451f-b6b8-89561d679bd0___GCREC_Bact.Sp 2997_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\d3cc7383-40d6-490c-9cd7-a089f462ff54___RS_Late.B 5208_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\8a440254-30e5-4381-8294-e2513347d7c1___GCREC_Bact.Sp 5901_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\c7cedd2f-dfae-4232-9cab-d75197d48948___GH_HL Leaf 226.6_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\6f6c7236-d6b5-4bbb-a89e-e1c8246550dd___RS_HL 0559_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\03707c27-7f95-4f19-a173-1c0c74653fdf___GCREC_Bact.Sp 3046_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\64984183-009e-4dba-a25a-f769bab08080___GHLB2 Leaf 8637_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\977bcf65-3e68-4be3-bb8a-4a860a6fef9d___RS_HL 9986_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\b8e606e2-0630-453f-8688-b4350feb2bce___GCREC_Bact.Sp 3033_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\4ee0ffd9-54fa-41d8-bbde-2a3e4fde35bb___UF.GRC_BS_Lab Leaf 9024_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\7e92fb02-314e-4cad-a30d-e478b216bce4___RS_Late.B 6890_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\a91426e9-ff5c-4b53-8d08-b3a0e0fcb6e8___UF.GRC_BS_Lab Leaf 9004_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\ec86d98d-7fb3-43e9-addb-3686492e5ab9___GCREC_Bact.Sp 3731_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\cd7c0856-eefc-41c3-a838-74db334304b3___GCREC_Bact.Sp 3435_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\33b5c25b-ab14-4b22-a7f0-764b2070b2d7___GHLB2 Leaf 8670_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\d3997d9d-f607-44f2-9473-b41db6b1116b___GH_HL Leaf 473_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\fa98c595-ea2f-415d-90de-25c0a3926eee___RS_Late.B 6993_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\04da1f61-623b-4878-86ed-3ea24723b515___GCREC_Bact.Sp 5700_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\1c4f6449-0200-439f-9600-5c2bb3400619___GCREC_Bact.Sp 3502_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\3afd2f69-8335-4cb1-842c-1f95bb98f07e___RS_Late.B 6502_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\d519ec29-c557-4ef7-b572-a954c6ec4187___GHLB2 Leaf 9007_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\bb8b0b14-a5f5-4c11-887f-71aed1864d84___GH_HL Leaf 409.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\eb2eebd9-62f0-441c-908f-1ff90f36bb66___GCREC_Bact.Sp 5752_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\6a4ce1e3-a768-4f6e-96cf-3590df10fdc5___GCREC_Bact.Sp 3608_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\f843c76c-a7d4-4031-abe2-9245602fbb15___GHLB_PS Leaf 49.1 Day 18_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\c21e480d-8263-4b9c-b429-4beceb2cb7d0___RS_Erly.B 8292_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\fe416307-5c50-4c9f-96b5-f6e15ef79045___RS_Late.B 4975_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\a4b7b495-fe70-4c3e-9ab8-e9a290fdf87f___GCREC_Bact.Sp 5610_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\d8a64b79-e21e-4158-9d9d-47bd6e44fba0___GCREC_Bact.Sp 3594_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\4490b039-427d-414c-836d-a1fda6c1ad49___RS_Erly.B 8369_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\10ed1b4a-e116-4c7e-85f6-5cc4577dbbb8___GCREC_Bact.Sp 3188_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\f1dcec88-9f21-46c4-b60e-a6fe1a445d55___GCREC_Bact.Sp 3666_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\ca6362b2-b680-4348-a795-3bc37275e70f___GHLB2 Leaf 79_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\9d6f9a0d-9221-40ed-8787-03b69d87d99e___RS_HL 0048_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\c5133ab4-1715-4658-970e-e0e4ad42e10e___GCREC_Bact.Sp 3308_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\23a4712e-8805-43f7-9ae4-655d1c4799b0___RS_HL 0619_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\0f03a09c-aa48-4d51-95e1-752c466c3742___RS_Erly.B 6413_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\2d774052-b20a-441e-8ac1-f35239810e67___UF.GRC_BS_Lab Leaf 0336_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\c35fc6de-4796-4f7a-a350-7bff160cbbd5___RS_Erly.B 7740_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\08a723e4-6b51-4395-8013-b1f3f03709b8___GHLB2 Leaf 8967_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\d989b5d3-715f-4d85-8475-0a2ec3beaa98___RS_Late.B 5022_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\351fea81-8dc9-4d24-9a09-5b92f174d883___GHLB2 Leaf 8604_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\05796aef-4298-48b1-ac04-e3ba020cb8b8___GCREC_Bact.Sp 3650_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\d6e6897a-5083-4914-9903-804c5684a956___GHLB2 Leaf 102_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\439d092e-4a77-4feb-be22-2f830926f602___GHLB2ES Leaf 54_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\247444c2-846f-4626-9c69-762c6f278538___GCREC_Bact.Sp 3452_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\b9b1cf81-a68a-48a5-b3f2-25b45ecc81f7___RS_Late.B 5423_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\d6e75b4e-377f-4d9a-b2a5-d0fcd5ec32b8___RS_HL 0177_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\6965c48c-b329-4b37-9f7c-f09fb1a9b69d___RS_Late.B 7032_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\fb09d588-5a64-4659-8240-17b978ca9e51___GCREC_Bact.Sp 3557_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\113b3262-b784-450e-8fe7-6f35652f073d___GCREC_Bact.Sp 3153_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\f6084490-18e3-489a-9144-4584db9c1d38___GCREC_Bact.Sp 3049_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\30c8f7b8-e0cf-4cfb-b7fe-e2b75ce22789___GH_HL Leaf 333.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\d6719276-d4fa-4c59-84a2-6a6b40e023f4___GCREC_Bact.Sp 3218_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\c977dd39-0fe7-4370-a7db-58c62b386f22___GCREC_Bact.Sp 6089_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\77ac0ab9-bc81-4de6-8f4d-72d15974d227___RS_Erly.B 7773_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\08a94695-4566-49aa-84df-91980c3534a2___RS_Late.B 5396_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\ab19440f-0642-4dd8-820f-2f67d5abee98___RS_HL 0172_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\fa5e382e-d1ad-42f9-a4e5-afb343f77a53___RS_Erly.B 9453_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\d5fc4513-574d-4be6-a8ba-1dc840b21fc4___RS_Late.B 6470_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\83881fef-6772-4dea-9e3e-ec32f3ef5ee1___GCREC_Bact.Sp 5818_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\3b86d42f-4b22-4bfe-bfa9-ec4567c886dc___RS_Erly.B 7823_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\438c4ac5-5409-4859-9fe4-3077af7425b2___RS_HL 0157_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\e1ee0df9-7ad3-47f4-ba57-0e243101a657___GCREC_Bact.Sp 3702_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\00728f4d-83a0-49f1-87f8-374646fcda05___GCREC_Bact.Sp 6326_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\0809f630-10f6-48b4-9aa2-6c08852aa83a___GCREC_Bact.Sp 5626_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\d454ff7e-7a9d-45c1-b7f1-d098edcb1fa7___RS_HL 0418_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\86992828-48ea-428c-bb7d-0c89365314b9___GHLB_PS Leaf 18.2 Day 8_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\b9046af2-28a7-4546-9107-1ae6d0bb7de7___RS_HL 0174_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\e6d642b7-1313-4b97-b58b-eab8a92cae64___GCREC_Bact.Sp 5694_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\1ad550a2-113e-440c-919d-85dff2f4de38___RS_HL 0331_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\3423b48a-9ded-4b8f-b552-1121e156f932___GCREC_Bact.Sp 5894_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\d8674a0f-a63f-4d10-852a-4913ba977823___GHLB2 Leaf 8568_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\bbd73cdc-a2e5-4740-9a66-7e59d0416f25___RS_Erly.B 7502_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\3b3193c5-e717-4b40-b450-7ee5c6e22d1a___RS_Erly.B 9382_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\1eacb98a-d88b-4e86-bbb8-19ec6a4e6c67___GHLB2 Leaf 148.2_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\edaeb655-f663-4be5-900a-17255d65c997___GHLB2 Leaf 8768_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\c53b64d9-37ef-4269-b809-00e59c2a033f___GCREC_Bact.Sp 3337_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\7fc96574-d320-4622-9695-1478156c6b76___GHLB2 Leaf 164.2_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\04e38351-80bc-4260-8a4d-187f7817c3e5___RS_Erly.B 7439_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\083bd43d-7dcb-4f3c-a0ca-6de1f468c9ef___RS_Late.B 5173_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\e225eb60-d018-4014-a4f5-eadd0aad06ef___GH_HL Leaf 438_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\b96efa85-1d48-4a5e-9c80-4b1848182c93___RS_Late.B 6961_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\648594b0-d275-4e4c-8872-5136e01658c2___GH_HL Leaf 183_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\c2c1758f-3576-4e8a-9853-5f11ac4d20d6___GH_HL Leaf 316.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\349e804d-2b74-4d13-8a4f-fc433b0f7d54___GCREC_Bact.Sp 3566_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\d0afa6c0-1ed2-4c53-bf88-a15ed11ed800___GCREC_Bact.Sp 3742_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\7a31833f-807e-4c54-951f-3c8c1d5b78d7___GHLB2 Leaf 8939_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\9d59d9f3-d9f2-45e7-b441-bcf453ceea73___RS_HL 0329_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\7b729ecb-5dce-4b92-afa0-4dce3ae45b10___UF.GRC_BS_Lab Leaf 0340_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\8298308b-4f4e-472b-9ee5-bd5887299f59___RS_HL 0269_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\067fa506-1859-485a-9a17-53aaf0e8b1c3___RS_Late.B 6641_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\111a63c7-6445-47a4-a0d6-9157fd82b804___UF.GRC_BS_Lab Leaf 0565_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\5044fab8-1e1b-4f9c-a477-3ee8497d0c75___RS_HL 0287_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\c614e6d5-04cc-4846-9867-84c83961c5cf___GHLB2 Leaf 8617_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\9a8c7e68-6887-40f1-b0f4-94bb5b678264___UF.GRC_BS_Lab Leaf 0399_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\3dd714a8-5c95-4d47-a9d0-0ac15a499c2c___RS_HL 0386_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\e5d707cd-077c-43af-bda9-6138e516ff51___GHLB2 Leaf 8999_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\63dfc6c7-3521-4a3d-a279-7ec8065e8e71___RS_Late.B 5400_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\31eb8659-67c1-4cc6-b0b9-1d5ffe9eed0b___GHLB_PS Leaf 2.3 Day 18_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\4505676e-d70e-460e-bac1-ce20d94f3944___GHLB2 Leaf 158.2_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\90b93808-6b41-4539-9a76-ebe75ba61202___GHLB2 Leaf 155_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\50cd977c-9fa8-4ff2-9a82-9d848f0a8972___RS_Erly.B 7683_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\4184f74c-6054-473f-babc-fa5cbca7f5b4___GHLB2ES Leaf 135_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\c6e96373-484c-45da-b043-0a294a59ad2c___RS_Erly.B 7401_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\1ab30bde-88a4-4e29-855e-fa7a6ec1e226___RS_Late.B 5145_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\01ebf21e-ef94-4c92-b007-0b26741c2fc8___GHLB2 Leaf 9075_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\5ad16a00-4f2d-4872-a45c-80250b507ecc___RS_Erly.B 9378_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\325b9138-a030-4156-ae85-20de17e89f7e___RS_Erly.B 7807_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\c0f90bbb-d9ac-4ed6-9e3c-296c17ce42a2___GCREC_Bact.Sp 3808_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\eb5d32dd-f958-422e-acae-d68ec83e0408___RS_Late.B 6455_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\19e31197-5f6d-4925-975c-884bd4a94bfe___RS_HL 0291_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\f2fbcaa9-66a4-4937-a531-bfbe1a8956d1___GCREC_Bact.Sp 6091_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\c74ae94e-2ddf-4c47-a90a-fbf4bac11a2d___GHLB2 Leaf 9117_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\196e5fd8-8b4e-4a45-9db7-ae59c877e9a7___GH_HL Leaf 284_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\fd0edb16-764c-4f1d-8425-d7f67f7564c2___UF.GRC_BS_Lab Leaf 9084_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\2ab7f21e-4a55-4895-acdb-5f161167a0f1___RS_Erly.B 8318_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\70ef7eee-0584-44fc-9c5d-95b504554266___RS_Erly.B 7709_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\e2f66625-6241-4cd5-8302-c76cdd2e463c___GCREC_Bact.Sp 3761_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\0326b4b6-0f25-47af-bfd9-d8fec314a4f5___RS_HL 0621_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\2c2326e9-eb07-45c1-8296-116df4108c03___RS_Late.B 4834_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\06c56818-dc01-4603-b93c-1be193f95178___GCREC_Bact.Sp 5831_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\e1fa1e4a-7259-496f-8066-79678f36f3e8___GHLB2 Leaf 8593_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\12cb9794-7459-488f-820e-f86a3d6b8a3a___GCREC_Bact.Sp 3119_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\7f58b2c9-3a62-402f-80d8-4a9aef9203ea___GH_HL Leaf 411.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\29265f8d-86ff-4de1-b1ad-e33a64b189dc___RS_HL 0264_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\177b8ce1-d77a-41d7-93ac-852d37d69faa___GCREC_Bact.Sp 3390_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\2d02a0d6-0734-4ac7-957f-44f2a011fdc3___RS_HL 0375_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\a448f28f-6c67-4dff-852b-925421141eee___GCREC_Bact.Sp 5554_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\b16f21dc-39eb-45b5-a588-da778fa9ac44___GCREC_Bact.Sp 6351_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\8c93a024-3aea-440e-b504-9251758d71e7___GCREC_Bact.Sp 6065_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\93fe4f89-d9a8-4a78-ad48-9a622916cc69___RS_Late.B 6416_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\d2564630-8c1a-484b-a4e1-8c98905750d0___RS_Late.B 5014_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\0cfee8b1-5de4-4118-9e25-f9c37bb6f17e___GH_HL Leaf 252_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\76b25fb0-e2fa-47ef-9b70-19efa3d65a9a___GHLB Leaf 1.4 Day 12_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\10f0b483-25a2-4c13-9054-754e9fe08d18___GCREC_Bact.Sp 3812_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\d61d71af-a2aa-442b-9dd4-37cf1f86e4c5___RS_Late.B 5609_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\5576cac9-71e4-4ec3-96bd-9b5cfa94fef4___GH_HL Leaf 267_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\5c8ced5b-fa5c-41d4-8ad9-a3c7c4891355___RS_Erly.B 6350_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\25bb0739-cbd4-4e75-a6f4-67ca5cc7f986___GHLB2 Leaf 8789_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\679fc520-5ef8-499f-9d88-a963325bee3f___RS_HL 0571_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\8c428644-bfe0-4f8c-944a-a8de1f318602___GHLB2 Leaf 8705_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\777d71b0-d3ec-4eb1-a141-b3bf9df3e515___GCREC_Bact.Sp 3111_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\c2369b01-d04f-443c-b6ab-9e62e1480420___RS_Erly.B 8397_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\f188144b-d52c-40c5-a06f-07d5796f9ab0___RS_Erly.B 9553_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\de96e7a2-6de3-4699-9680-9eb4d4e215c8___RS_Erly.B 9445_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\dcc6402f-a868-4766-9e4b-8578b0705f82___GCREC_Bact.Sp 3526_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\c9fa82b3-776c-4a44-8309-a6faf88898e3___RS_Erly.B 7498_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\b6d8ce15-f786-4998-a67c-1390da696a07___RS_Erly.B 9521_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\a6007dbc-3a2f-4c1e-9ec6-28d7d3a17f28___GHLB_PS Leaf 13 Day 8_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\a8cade96-090a-4dcd-bc79-d13a4046370d___RS_Erly.B 7721_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\0879b927-2226-455f-9eac-10f5e1f36fdd___RS_Late.B 5331_final_masked.jpg,Tomato___Late_blight
